StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month,StateName_clean,DistrictName_clean,BlockName_clean,Sector_clean,Category_clean,Crop_clean,QueryType_clean,QueryText_clean,KccAns_clean,CreatedOn_clean,combined_clean_text,language,structure,chunks
MAHARASHTRA,YEVATMAL,PUSAD,,AGRICULTURE,Others,Others,Government Schemes,The farmer asked for information about crop insurance?,"पिक विमा बाबत अधिक माहितीसाठी पुढील क्रमांकावर संपर्क साधावा - १४४४७

  धन्यवाद...",2025-05-20T12:31:11.097,2025,5,MAHARASHTRA,YEVATMAL,PUSAD,AGRICULTURE,Others,Others,Government Schemes,The farmer asked for information about crop insurance?,पिक विमा बाबत अधिक माहितीसाठी पुढील क्रमांकावर संपर्क साधावा - १४४४७ धन्यवाद...,2025-05-20T12:31:11.097,MAHARASHTRA YEVATMAL PUSAD AGRICULTURE Others Others Government Schemes The farmer asked for information about crop insurance? पिक विमा बाबत अधिक माहितीसाठी पुढील क्रमांकावर संपर्क साधावा - १४४४७ धन्यवाद... 2025-05-20T12:31:11.097,en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,MAHAGAON,,AGRICULTURE,Others,Others,Nutrient Management,farmer ask about information of fertilizer,शेतकरी महोदयआपण सांगितलेले निर्माण कंपनीचे बुलेट प्लस हे खत पिकांच्या वाढीसाठी उपयुक्त आहे,2025-05-20T13:09:11.167,2025,5,MAHARASHTRA,YEVATMAL,MAHAGAON,AGRICULTURE,Others,Others,Nutrient Management,farmer ask about information of fertilizer,शेतकरी महोदयआपण सांगितलेले निर्माण कंपनीचे बुलेट प्लस हे खत पिकांच्या वाढीसाठी उपयुक्त आहे,2025-05-20T13:09:11.167,MAHARASHTRA YEVATMAL MAHAGAON AGRICULTURE Others Others Nutrient Management farmer ask about information of fertilizer शेतकरी महोदयआपण सांगितलेले निर्माण कंपनीचे बुलेट प्लस हे खत पिकांच्या वाढीसाठी उपयुक्त आहे 2025-05-20T13:09:11.167,en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,ARNI,,AGRICULTURE,Others,Others,Government Schemes,asked about crop insurance company cantact number ?, कृषिरक्षक पोर्टल संपर्क नंबर = 14447 ,2025-05-20T20:45:05.457,2025,5,MAHARASHTRA,YEVATMAL,ARNI,AGRICULTURE,Others,Others,Government Schemes,asked about crop insurance company cantact number ?,कृषिरक्षक पोर्टल संपर्क नंबर = 14447,2025-05-20T20:45:05.457,MAHARASHTRA YEVATMAL ARNI AGRICULTURE Others Others Government Schemes asked about crop insurance company cantact number ? कृषिरक्षक पोर्टल संपर्क नंबर = 14447 2025-05-20T20:45:05.457,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,MALKAPUR,,HORTICULTURE,Vegetables,Pumpkin,	Plant Protection	,farmer asked about fungal infection of pumpkin crop?,"¬साफ ३० ग्रॅम / १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी ( कार्बेन्डाझिम १२ % + मॅन्कोझेब ६३ % ) युपीएल 

",2025-05-05T21:50:15.01,2025,5,MAHARASHTRA,BULDANA,MALKAPUR,HORTICULTURE,Vegetables,Pumpkin,Plant Protection,farmer asked about fungal infection of pumpkin crop?,¬साफ ३० ग्रॅम / १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी ( कार्बेन्डाझिम १२ % + मॅन्कोझेब ६३ % ) युपीएल,2025-05-05T21:50:15.01,MAHARASHTRA BULDANA MALKAPUR HORTICULTURE Vegetables Pumpkin Plant Protection farmer asked about fungal infection of pumpkin crop? ¬साफ ३० ग्रॅम / १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी ( कार्बेन्डाझिम १२ % + मॅन्कोझेब ६३ % ) युपीएल 2025-05-05T21:50:15.01,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,MALKAPUR,,HORTICULTURE,Vegetables,Pumpkin,Fertilizer Use and Availability,farmer asked about flower drop of pumpkin crop?,"बोरॉन ३० ग्रॅम  + कॅल्शिअम नायट्रेट ३० ग्रॅम / १५ लिटर पाण्यात घेऊन फवारणी करणे 
      -------------------
",2025-05-05T21:51:36.85,2025,5,MAHARASHTRA,BULDANA,MALKAPUR,HORTICULTURE,Vegetables,Pumpkin,Fertilizer Use and Availability,farmer asked about flower drop of pumpkin crop?,बोरॉन ३० ग्रॅम + कॅल्शिअम नायट्रेट ३० ग्रॅम / १५ लिटर पाण्यात घेऊन फवारणी करणे -------------------,2025-05-05T21:51:36.85,MAHARASHTRA BULDANA MALKAPUR HORTICULTURE Vegetables Pumpkin Fertilizer Use and Availability farmer asked about flower drop of pumpkin crop? बोरॉन ३० ग्रॅम + कॅल्शिअम नायट्रेट ३० ग्रॅम / १५ लिटर पाण्यात घेऊन फवारणी करणे ------------------- 2025-05-05T21:51:36.85,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,JALGAONJAMOD,,AGRICULTURE,Others,Others,Government Schemes,"Farmer Asked About Maharashtra State Agricultural Marketing Board, Divisional Office, Amravati Cantact Number ?","महाराष्ट्र राज्य कृषि पणन मंडळ, विभागिय कार्यालय, अमरावती
 शेतकरी भवन, दुसरा मजला,
स्टेट बँकेच्या वर, जुने कॉटन मार्केट,
अमरावती – 444 601 0721-2573537
 divawati@msamb.com धन्यवाद..!",2025-05-08T08:35:34.943,2025,5,MAHARASHTRA,BULDANA,JALGAONJAMOD,AGRICULTURE,Others,Others,Government Schemes,"Farmer Asked About Maharashtra State Agricultural Marketing Board, Divisional Office, Amravati Cantact Number ?","महाराष्ट्र राज्य कृषि पणन मंडळ, विभागिय कार्यालय, अमरावती शेतकरी भवन, दुसरा मजला, स्टेट बँकेच्या वर, जुने कॉटन मार्केट, अमरावती – 444 601 0721-2573537 divawati@msamb.com धन्यवाद..!",2025-05-08T08:35:34.943,"MAHARASHTRA BULDANA JALGAONJAMOD AGRICULTURE Others Others Government Schemes Farmer Asked About Maharashtra State Agricultural Marketing Board, Divisional Office, Amravati Cantact Number ? महाराष्ट्र राज्य कृषि पणन मंडळ, विभागिय कार्यालय, अमरावती शेतकरी भवन, दुसरा मजला, स्टेट बँकेच्या वर, जुने कॉटन मार्केट, अमरावती – 444 601 0721-2573537 divawati@msamb.com धन्यवाद..! 2025-05-08T08:35:34.943",en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,DEULGAON RAJA,,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance,पीक विमा १४४४७ या क्रमांकावर कॉल करा ,2025-05-08T17:22:05.19,2025,5,MAHARASHTRA,BULDANA,DEULGAON RAJA,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance,पीक विमा १४४४७ या क्रमांकावर कॉल करा,2025-05-08T17:22:05.19,MAHARASHTRA BULDANA DEULGAON RAJA AGRICULTURE Others Others Crop Insurance asked about crop insurance पीक विमा १४४४७ या क्रमांकावर कॉल करा 2025-05-08T17:22:05.19,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,KHAMGAON,,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,"FARMER ASKED QUERY ABOUT VARITIES OF COTTON ?
",निर्मल बियाणे संपर्क तपशील 91-2596-244366 धन्यवाद शुभ दिवस  ,2025-05-08T18:03:17.14,2025,5,MAHARASHTRA,BULDANA,KHAMGAON,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,FARMER ASKED QUERY ABOUT VARITIES OF COTTON ?,निर्मल बियाणे संपर्क तपशील 91-2596-244366 धन्यवाद शुभ दिवस,2025-05-08T18:03:17.14,MAHARASHTRA BULDANA KHAMGAON AGRICULTURE Fiber Crops Cotton (Kapas) Varieties FARMER ASKED QUERY ABOUT VARITIES OF COTTON ? निर्मल बियाणे संपर्क तपशील 91-2596-244366 धन्यवाद शुभ दिवस 2025-05-08T18:03:17.14,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,DEULGAON RAJA,,AGRICULTURE,Others,Others,Government Schemes,farmer asked about Where to file a complaint about a tree being cut down while constructing a road?,रोड बनवताना झाड कापले गेलेला आहे त्याची कंप्लेंट आपण तहसीलदार कार्यालय यांच्याशी करावी . ,2025-05-09T13:21:42.033,2025,5,MAHARASHTRA,BULDANA,DEULGAON RAJA,AGRICULTURE,Others,Others,Government Schemes,farmer asked about Where to file a complaint about a tree being cut down while constructing a road?,रोड बनवताना झाड कापले गेलेला आहे त्याची कंप्लेंट आपण तहसीलदार कार्यालय यांच्याशी करावी .,2025-05-09T13:21:42.033,MAHARASHTRA BULDANA DEULGAON RAJA AGRICULTURE Others Others Government Schemes farmer asked about Where to file a complaint about a tree being cut down while constructing a road? रोड बनवताना झाड कापले गेलेला आहे त्याची कंप्लेंट आपण तहसीलदार कार्यालय यांच्याशी करावी . 2025-05-09T13:21:42.033,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,KHAMGAON,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FARMER ID CREATION PROCESS?,ॲग्रीस्टॅक  वेबसाईट टोल फ्री क्रमांक=०२०-२५७१२७१२,2025-05-19T10:57:29.103,2025,5,MAHARASHTRA,BULDANA,KHAMGAON,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FARMER ID CREATION PROCESS?,ॲग्रीस्टॅक वेबसाईट टोल फ्री क्रमांक=०२०-२५७१२७१२,2025-05-19T10:57:29.103,MAHARASHTRA BULDANA KHAMGAON AGRICULTURE Others Others Government Schemes FARMER ASKED ABOUT FARMER ID CREATION PROCESS? ॲग्रीस्टॅक वेबसाईट टोल फ्री क्रमांक=०२०-२५७१२७१२ 2025-05-19T10:57:29.103,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,JALGAONJAMOD,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,FARMER ASKED ABOUT SOWING TIME OF RED GRAM?,तूर पिकाचा कालावधी - जून मध्ये तूर पिकाची लागवड करू शकता.,2025-05-22T15:25:06.59,2025,5,MAHARASHTRA,BULDANA,JALGAONJAMOD,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,FARMER ASKED ABOUT SOWING TIME OF RED GRAM?,तूर पिकाचा कालावधी - जून मध्ये तूर पिकाची लागवड करू शकता.,2025-05-22T15:25:06.59,MAHARASHTRA BULDANA JALGAONJAMOD AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Sowing Time and Weather FARMER ASKED ABOUT SOWING TIME OF RED GRAM? तूर पिकाचा कालावधी - जून मध्ये तूर पिकाची लागवड करू शकता. 2025-05-22T15:25:06.59,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BHANDARA,SAKOLI,,AGRICULTURE,Others,Others,Government Schemes,Asked for Maharashtra Agri Department Toll Free Number?,महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000 या क्रमांकावर संपर्क साधावा.,2025-05-08T14:47:56.117,2025,5,MAHARASHTRA,BHANDARA,SAKOLI,AGRICULTURE,Others,Others,Government Schemes,Asked for Maharashtra Agri Department Toll Free Number?,महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000 या क्रमांकावर संपर्क साधावा.,2025-05-08T14:47:56.117,MAHARASHTRA BHANDARA SAKOLI AGRICULTURE Others Others Government Schemes Asked for Maharashtra Agri Department Toll Free Number? महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000 या क्रमांकावर संपर्क साधावा. 2025-05-08T14:47:56.117,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,AMRAVATI,,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"हवामान अंदाज- ढगाळमय वातावरणासह सूर्यप्रकाश असेल, पाऊस  तुरळक पडेल. ",2025-05-18T09:20:14.74,2025,5,MAHARASHTRA,AMRAVATI,AMRAVATI,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"हवामान अंदाज- ढगाळमय वातावरणासह सूर्यप्रकाश असेल, पाऊस तुरळक पडेल.",2025-05-18T09:20:14.74,"MAHARASHTRA AMRAVATI AMRAVATI AGRICULTURE Others Others Weather Farmer asked query on Weather हवामान अंदाज- ढगाळमय वातावरणासह सूर्यप्रकाश असेल, पाऊस तुरळक पडेल. 2025-05-18T09:20:14.74",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,DARYAPUR,,HORTICULTURE,Vegetables,Onion,Seeds and Planting Material,FARMER ASKED ABOUT VARITIES OF ONION CROP?,"कांदा  सुधारित जाती : 
खरीप : फुले समर्थ, बसवंत-७८०, अग्री फाऊंड डार्क रेड, भीमा डार्क रेड
",2025-05-18T12:29:34.28,2025,5,MAHARASHTRA,AMRAVATI,DARYAPUR,HORTICULTURE,Vegetables,Onion,Seeds and Planting Material,FARMER ASKED ABOUT VARITIES OF ONION CROP?,"कांदा सुधारित जाती : खरीप : फुले समर्थ, बसवंत-७८०, अग्री फाऊंड डार्क रेड, भीमा डार्क रेड",2025-05-18T12:29:34.28,"MAHARASHTRA AMRAVATI DARYAPUR HORTICULTURE Vegetables Onion Seeds and Planting Material FARMER ASKED ABOUT VARITIES OF ONION CROP? कांदा सुधारित जाती : खरीप : फुले समर्थ, बसवंत-७८०, अग्री फाऊंड डार्क रेड, भीमा डार्क रेड 2025-05-18T12:29:34.28",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,CHANDUR BZ,,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT AGRISTACK CONTACT NUMBER ?,अ‍ॅग्रिस्टॅक संपर्क क्रमांक = 020 25 712 712,2025-05-18T20:49:01.393,2025,5,MAHARASHTRA,AMRAVATI,CHANDUR BZ,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT AGRISTACK CONTACT NUMBER ?,अ‍ॅग्रिस्टॅक संपर्क क्रमांक = 020 25 712 712,2025-05-18T20:49:01.393,MAHARASHTRA AMRAVATI CHANDUR BZ AGRICULTURE Others Others Government Schemes ASKED ABOUT AGRISTACK CONTACT NUMBER ? अ‍ॅग्रिस्टॅक संपर्क क्रमांक = 020 25 712 712 2025-05-18T20:49:01.393,en,Doc,['MAHARASHTRA']
MAHARASHTRA,CHANDRAPUR,CHIMUR,,AGRICULTURE,Others,Others,Training and Exposure Visits,FARMER ASKED ABOUT CONTACT DETAIL OF KRISHI VIDYGAN KENDRA ANDHRA PRADESH?,"कृषी विज्ञान केंद्र, अमदलवलसा
कृषी विज्ञान केंद्र
अमदलावलसा - 532 185 श्रीकाकुलम जिल्हा
फोन: ०८९४२ - २८६२१० ९९८९६२३८२२
ईमेल: kvk_adv2006@yahoo.co.in kvkadv2014@gmail.com
www.kvkamadalavalasa-angrau.org",2025-05-06T18:55:14.737,2025,5,MAHARASHTRA,CHANDRAPUR,CHIMUR,AGRICULTURE,Others,Others,Training and Exposure Visits,FARMER ASKED ABOUT CONTACT DETAIL OF KRISHI VIDYGAN KENDRA ANDHRA PRADESH?,"कृषी विज्ञान केंद्र, अमदलवलसा कृषी विज्ञान केंद्र अमदलावलसा - 532 185 श्रीकाकुलम जिल्हा फोन: ०८९४२ - २८६२१० ९९८९६२३८२२ ईमेल: kvk_adv2006@yahoo.co.in kvkadv2014@gmail.com www.kvkamadalavalasa-angrau.org",2025-05-06T18:55:14.737,"MAHARASHTRA CHANDRAPUR CHIMUR AGRICULTURE Others Others Training and Exposure Visits FARMER ASKED ABOUT CONTACT DETAIL OF KRISHI VIDYGAN KENDRA ANDHRA PRADESH? कृषी विज्ञान केंद्र, अमदलवलसा कृषी विज्ञान केंद्र अमदलावलसा - 532 185 श्रीकाकुलम जिल्हा फोन: ०८९४२ - २८६२१० ९९८९६२३८२२ ईमेल: kvk_adv2006@yahoo.co.in kvkadv2014@gmail.com www.kvkamadalavalasa-angrau.org 2025-05-06T18:55:14.737",en,Doc,['MAHARASHTRA']
MAHARASHTRA,CHANDRAPUR,JIWATI,,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Kisan Dhan Aarogyam Yojna ? ,"

किसान धन आरोग्य योजना --PHONE NO1800 309 5532",2025-05-08T12:44:21.267,2025,5,MAHARASHTRA,CHANDRAPUR,JIWATI,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Kisan Dhan Aarogyam Yojna ?,किसान धन आरोग्य योजना --PHONE NO1800 309 5532,2025-05-08T12:44:21.267,MAHARASHTRA CHANDRAPUR JIWATI AGRICULTURE Others Others Government Schemes Farmer asked about Kisan Dhan Aarogyam Yojna ? किसान धन आरोग्य योजना --PHONE NO1800 309 5532 2025-05-08T12:44:21.267,en,Doc,['MAHARASHTRA']
MAHARASHTRA,MUMBAI,MUMBAI,,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Farmer Ask About contact number DR BALASAHEB SAWANT KONKAN KRISHI VIDYAPEETH  ?,डॉ बाळासाहेब सावंत कोकण कृषी विद्यापीठ दापोली - ०२३५८  २८०२३८ /280558,2025-05-05T16:22:31.643,2025,5,MAHARASHTRA,MUMBAI,MUMBAI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Farmer Ask About contact number DR BALASAHEB SAWANT KONKAN KRISHI VIDYAPEETH ?,डॉ बाळासाहेब सावंत कोकण कृषी विद्यापीठ दापोली - ०२३५८ २८०२३८ /280558,2025-05-05T16:22:31.643,MAHARASHTRA MUMBAI MUMBAI HORTICULTURE Vegetables Drum Stick Seeds and Planting Material Farmer Ask About contact number DR BALASAHEB SAWANT KONKAN KRISHI VIDYAPEETH ? डॉ बाळासाहेब सावंत कोकण कृषी विद्यापीठ दापोली - ०२३५८ २८०२३८ /280558 2025-05-05T16:22:31.643,en,Doc,['MAHARASHTRA']
MAHARASHTRA,MUMBAI,MUMBAI,,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT CONTACT OF PHYTOCYNETORY CERTIFICATE ?,"Sh. Gyaneshwar Banchhor, Deputy Director (Entomology)
Directorate of Plant Protection Quarantine & Storage
Old CGO Complex, NH-IV
Faridabad, Haryana -121001
Phone No. : 0129-2476329",2025-05-20T09:13:06.27,2025,5,MAHARASHTRA,MUMBAI,MUMBAI,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT CONTACT OF PHYTOCYNETORY CERTIFICATE ?,"Sh. Gyaneshwar Banchhor, Deputy Director (Entomology) Directorate of Plant Protection Quarantine & Storage Old CGO Complex, NH-IV Faridabad, Haryana -121001 Phone No. : 0129-2476329",2025-05-20T09:13:06.27,"MAHARASHTRA MUMBAI MUMBAI AGRICULTURE Others Others Government Schemes ASKED ABOUT CONTACT OF PHYTOCYNETORY CERTIFICATE ? Sh. Gyaneshwar Banchhor, Deputy Director (Entomology) Directorate of Plant Protection Quarantine & Storage Old CGO Complex, NH-IV Faridabad, Haryana -121001 Phone No. : 0129-2476329 2025-05-20T09:13:06.27",en,Doc,['MAHARASHTRA']
MAHARASHTRA,HINGOLI,HINGOLI,,AGRICULTURE,Oilseeds,Soybean (bhat),Fertilizer Use and Availability,FARMER ASKED ABOUT FERTILIZER MANAGEMENT IN SOYBEAN CROP?,सोयाबीन पिकाला 20 20 00 13 प्रति एकरी १ गोणी द्या ,2025-05-21T09:06:06.557,2025,5,MAHARASHTRA,HINGOLI,HINGOLI,AGRICULTURE,Oilseeds,Soybean (bhat),Fertilizer Use and Availability,FARMER ASKED ABOUT FERTILIZER MANAGEMENT IN SOYBEAN CROP?,सोयाबीन पिकाला 20 20 00 13 प्रति एकरी १ गोणी द्या,2025-05-21T09:06:06.557,MAHARASHTRA HINGOLI HINGOLI AGRICULTURE Oilseeds Soybean (bhat) Fertilizer Use and Availability FARMER ASKED ABOUT FERTILIZER MANAGEMENT IN SOYBEAN CROP? सोयाबीन पिकाला 20 20 00 13 प्रति एकरी १ गोणी द्या 2025-05-21T09:06:06.557,en,Doc,['MAHARASHTRA']
MAHARASHTRA,GONDIYA,TIRORA,,AGRICULTURE,Cereals,Paddy (Dhan),Crop Insurance,FARMER ASKED QUERY ABOUT PMFBY FOR RICE CROP?,"--शेतकरी महोदय पिक विमा संदर्भात अधिक माहितीसाठी खाली दिलेल्या संपर्क क्रमांकावर ती संपर्क साधावा धन्यवाद
Company Name	UNIVERSAL SOMPO GENERAL INSURANCE COMPANY	Tollfree No.	14447
Gondia	Tirora	Khemraj Katre	7770071581
Gondia	Roshan Singh Lodhi	9329340118",2025-05-06T08:09:27.4,2025,5,MAHARASHTRA,GONDIYA,TIRORA,AGRICULTURE,Cereals,Paddy (Dhan),Crop Insurance,FARMER ASKED QUERY ABOUT PMFBY FOR RICE CROP?,--शेतकरी महोदय पिक विमा संदर्भात अधिक माहितीसाठी खाली दिलेल्या संपर्क क्रमांकावर ती संपर्क साधावा धन्यवाद Company Name UNIVERSAL SOMPO GENERAL INSURANCE COMPANY Tollfree No. 14447 Gondia Tirora Khemraj Katre 7770071581 Gondia Roshan Singh Lodhi 9329340118,2025-05-06T08:09:27.4,MAHARASHTRA GONDIYA TIRORA AGRICULTURE Cereals Paddy (Dhan) Crop Insurance FARMER ASKED QUERY ABOUT PMFBY FOR RICE CROP? --शेतकरी महोदय पिक विमा संदर्भात अधिक माहितीसाठी खाली दिलेल्या संपर्क क्रमांकावर ती संपर्क साधावा धन्यवाद Company Name UNIVERSAL SOMPO GENERAL INSURANCE COMPANY Tollfree No. 14447 Gondia Tirora Khemraj Katre 7770071581 Gondia Roshan Singh Lodhi 9329340118 2025-05-06T08:09:27.4,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NANDURBAR,TALODA,,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance,crop insurance -  14 447,2025-05-15T16:37:17.877,2025,5,MAHARASHTRA,NANDURBAR,TALODA,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance,crop insurance - 14 447,2025-05-15T16:37:17.877,MAHARASHTRA NANDURBAR TALODA AGRICULTURE Others Others Crop Insurance asked about crop insurance crop insurance - 14 447 2025-05-15T16:37:17.877,en,Doc,['MAHARASHTRA']
MAHARASHTRA,KOLHAPUR,0   ,,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Farmers were asked how many days 20:20:00:13 crop would be available for sugarcane crop?,"नमस्कार सर, ऊस पिकाला 20:20:00:13 हे खत साधारणता आठ दिवसांमध्ये उपलब्ध होते धन्यवाद....!",2025-05-01T09:41:56.06,2025,5,MAHARASHTRA,KOLHAPUR,0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Farmers were asked how many days 20:20:00:13 crop would be available for sugarcane crop?,"नमस्कार सर, ऊस पिकाला 20:20:00:13 हे खत साधारणता आठ दिवसांमध्ये उपलब्ध होते धन्यवाद....!",2025-05-01T09:41:56.06,"MAHARASHTRA KOLHAPUR 0 AGRICULTURE Sugar and Starch Crops Sugarcane (Noble Cane) Nutrient Management Farmers were asked how many days 20:20:00:13 crop would be available for sugarcane crop? नमस्कार सर, ऊस पिकाला 20:20:00:13 हे खत साधारणता आठ दिवसांमध्ये उपलब्ध होते धन्यवाद....! 2025-05-01T09:41:56.06",en,Doc,['MAHARASHTRA']
MAHARASHTRA,KOLHAPUR,SHAHUWADI,,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,farmer asked about fertilizer spray for sugarcane crop ?,"ऊस पिकावरील पिवळेपणा नियंत्रणासाठी - १९ १९ १९ ६० ग्रॉम  + मायक्रोला 30 मिलि + रेडोमिल गोल्ड 30 ग्रॉम /15 लिटर पाण्यात फवारणी करावी.धन्यवाद 
",2025-05-19T13:25:32.52,2025,5,MAHARASHTRA,KOLHAPUR,SHAHUWADI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,farmer asked about fertilizer spray for sugarcane crop ?,ऊस पिकावरील पिवळेपणा नियंत्रणासाठी - १९ १९ १९ ६० ग्रॉम + मायक्रोला 30 मिलि + रेडोमिल गोल्ड 30 ग्रॉम /15 लिटर पाण्यात फवारणी करावी.धन्यवाद,2025-05-19T13:25:32.52,MAHARASHTRA KOLHAPUR SHAHUWADI AGRICULTURE Sugar and Starch Crops Sugarcane (Noble Cane) Fertilizer Use and Availability farmer asked about fertilizer spray for sugarcane crop ? ऊस पिकावरील पिवळेपणा नियंत्रणासाठी - १९ १९ १९ ६० ग्रॉम + मायक्रोला 30 मिलि + रेडोमिल गोल्ड 30 ग्रॉम /15 लिटर पाण्यात फवारणी करावी.धन्यवाद 2025-05-19T13:25:32.52,en,Doc,['MAHARASHTRA']
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,,AGRICULTURE,Others,Others,Government Schemes,asked about farmer id agristack,फार्मर आयडी -   जवळील सीएससी सेन्टर ला भेट द्या ,2025-05-20T17:01:52.897,2025,5,MAHARASHTRA,KOLHAPUR,GADHINGLAJ,AGRICULTURE,Others,Others,Government Schemes,asked about farmer id agristack,फार्मर आयडी - जवळील सीएससी सेन्टर ला भेट द्या,2025-05-20T17:01:52.897,MAHARASHTRA KOLHAPUR GADHINGLAJ AGRICULTURE Others Others Government Schemes asked about farmer id agristack फार्मर आयडी - जवळील सीएससी सेन्टर ला भेट द्या 2025-05-20T17:01:52.897,en,Doc,['MAHARASHTRA']
MAHARASHTRA,KOLHAPUR,CHANDGAD,,AGRICULTURE,Others,Others,Government Schemes,Farmers asked about technical difficulties they are facing while registering for Farmer ID?,नमस्कार फार्मर आयडी कार्ड काढण्यासाठी काही अडचण येत असेल तर पुढील संपर्कवर : ०२०-२५७१२७१२ संपर्क साधावा. धन्यवाद.!,2025-05-21T10:21:44.153,2025,5,MAHARASHTRA,KOLHAPUR,CHANDGAD,AGRICULTURE,Others,Others,Government Schemes,Farmers asked about technical difficulties they are facing while registering for Farmer ID?,नमस्कार फार्मर आयडी कार्ड काढण्यासाठी काही अडचण येत असेल तर पुढील संपर्कवर : ०२०-२५७१२७१२ संपर्क साधावा. धन्यवाद.!,2025-05-21T10:21:44.153,MAHARASHTRA KOLHAPUR CHANDGAD AGRICULTURE Others Others Government Schemes Farmers asked about technical difficulties they are facing while registering for Farmer ID? नमस्कार फार्मर आयडी कार्ड काढण्यासाठी काही अडचण येत असेल तर पुढील संपर्कवर : ०२०-२५७१२७१२ संपर्क साधावा. धन्यवाद.! 2025-05-21T10:21:44.153,en,Doc,['MAHARASHTRA']
MAHARASHTRA,KOLHAPUR,HATKANGALE,,AGRICULTURE,Others,Others,Government Schemes,Asked for Maharashtra Agri Department Toll Free Number?,महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000  या क्रमांकावर संपर्क साधावा.,2025-05-22T17:25:58.51,2025,5,MAHARASHTRA,KOLHAPUR,HATKANGALE,AGRICULTURE,Others,Others,Government Schemes,Asked for Maharashtra Agri Department Toll Free Number?,महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000 या क्रमांकावर संपर्क साधावा.,2025-05-22T17:25:58.51,MAHARASHTRA KOLHAPUR HATKANGALE AGRICULTURE Others Others Government Schemes Asked for Maharashtra Agri Department Toll Free Number? महाराष्ट्र शासन कृषी विभाग टोल फ्री क्रमांक 1800 233 4000 या क्रमांकावर संपर्क साधावा. 2025-05-22T17:25:58.51,en,Doc,['MAHARASHTRA']
